CustomerActionIdsMindboxId;CustomerActionActionTemplateIdsSystemName;CustomerActionActionTemplateName;CustomerActionDateTimeUtc;CustomerActionCreationDateTimeUtc;CustomerActionBrandIdsSystemName;CustomerActionChannelIdsMindboxId;CustomerActionChannelName;CustomerActionChannelIdsExternalId;CustomerActionChannelIdsSystemName;CustomerActionChannelUtmCampaign;CustomerActionChannelUtmSource;CustomerActionChannelUtmMedium;CustomerActionChannelUtmContent;CustomerActionChannelUtmTerm;CustomerActionCustomerIdsBackendID;CustomerActionCustomerIdsWebsiteID;CustomerActionCustomerIdsMindboxId
6937;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;6937
6959;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;6959
6966;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;6967
8638;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;6967
7013;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7012
7031;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7032
7055;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7054
7068;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7068
7081;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7079
7103;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7103
7124;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7123
7144;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7143
7149;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7149
7192;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7192
7219;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7218
7240;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7241
7263;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7262
7267;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7267
7285;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7285
7293;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7290
7306;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7306
7321;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7321
7331;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7330
7359;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7359
7365;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7365
7390;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7390
7417;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7416
7420;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7420
7430;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7429
7442;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7441
7457;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7457
7472;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7468
7480;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7481
7495;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7495
7519;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7519
10192;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7519
12454;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:32;19.03.2022 21:32;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7519
18548;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:32;19.03.2022 21:32;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7519
20854;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:32;19.03.2022 21:32;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7519
27283;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:33;19.03.2022 21:33;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7519
28697;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:33;19.03.2022 21:33;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7519
30620;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:33;19.03.2022 21:33;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7519
7549;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7549
7551;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7550
7570;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7570
7590;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7590
7595;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7595
7617;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7617
7638;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7637
7660;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7660
7664;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7664
7687;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7687
7726;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7725
7735;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7735
7775;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7774
7801;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7801
7805;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7805
7845;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7845
7862;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7862
7894;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7893
20548;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:32;19.03.2022 21:32;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7893
22492;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:32;19.03.2022 21:32;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7893
23687;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:33;19.03.2022 21:33;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7893
23872;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:33;19.03.2022 21:33;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7893
24235;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:33;19.03.2022 21:33;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7893
24392;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:33;19.03.2022 21:33;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7893
30579;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:33;19.03.2022 21:33;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7893
30387;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:33;19.03.2022 21:33;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7893
29022;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:33;19.03.2022 21:33;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7893
29924;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:33;19.03.2022 21:33;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7893
27485;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:33;19.03.2022 21:33;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7893
26916;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:33;19.03.2022 21:33;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7893
7916;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7916
7920;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7920
7943;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7943
7968;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7968
7987;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;7987
8009;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8007
8013;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8013
8036;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8036
15417;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:32;19.03.2022 21:32;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8036
8037;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8037
8059;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8059
8064;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8064
8082;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8082
8090;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8090
8115;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8113
8127;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8126
8133;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8133
8161;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8161
8167;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8167
8178;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8178
8199;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8199
8215;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8215
8221;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8220
8235;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8235
8241;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8241
30524;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:33;19.03.2022 21:33;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8241
8259;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8257
8281;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8281
8285;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8284
8311;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8311
8329;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8328
8339;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8338
8354;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8353
8364;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8362
8376;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8376
8390;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8388
8399;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8399
8410;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8410
8415;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8414
8442;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8442
8458;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8458
8460;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8460
8484;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8483
9809;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8483
8512;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8511
8514;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8513
8538;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8538
8541;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8541
8610;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8610
242663;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;30.06.2022 11:11;30.06.2022 11:11;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8611
8611;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8611
71117;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;18.04.2022 14:42;18.04.2022 14:42;Dobroaif;1;Административный сайт Mindbox;Administrator;Administrator;;;;;;;;8611
8643;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8643
8667;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8667
8703;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8672
8702;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8673
8700;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8678
8679;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8681
8685;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8689
8694;ImportPriPerenoseIstoricheskoj;Импорт при переносе исторической базы клиентов;19.03.2022 21:31;19.03.2022 21:31;Dobroaif;9;Сайт;Site;Sajt;;;;;;;;8697
